path,total_conversions,total_conversion_value,total_null
eta > eta,1,1.9509999999999998,2
theta > alpha > alpha > alpha > iota > iota > alpha > iota,1,6.15,3
iota > iota > iota > iota > iota > iota > theta > beta,1,10.565999999999999,3
beta > beta > eta,1,3.56,2
beta > beta > alpha > alpha > alpha > epsilon,1,5.067,3
beta > beta > eta > alpha > beta,0,0.0,3
iota > iota > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha,1,2.0,3
iota > lambda > alpha > iota > iota > epsilon,1,1.876,2
beta > beta > beta > beta > alpha > alpha > beta > eta > epsilon,1,2.6,2
iota > beta > alpha > theta > eta > alpha > beta > iota > epsilon > alpha,1,5.341,2
epsilon > iota > iota > iota > iota > epsilon,0,0.0,3
beta > beta > beta > eta,1,4.022,3
beta > beta > beta > beta > beta > beta > eta > beta > beta > beta > beta > eta,0,0.0,2
lambda > iota > iota > beta > alpha > iota > eta > iota,1,19.265,2
beta > eta,0,0.0,3
beta > beta > eta > iota,1,2.0,2
kappa > lambda > kappa,1,2.61,2
gamma > theta > theta > alpha > alpha > alpha > alpha > theta,1,1.8880000000000001,3
iota > beta > theta,1,6.1,2
iota > beta > alpha > alpha > iota > iota,1,1.626,2
eta > alpha > alpha,1,4.364,2
iota > iota > iota > eta,1,4.872,2
eta > eta > eta,1,4.54,3
iota > lambda > lambda > lambda > lambda > lambda > alpha > alpha > lambda > lambda > lambda > alpha > alpha > alpha > lambda,0,0.0,2
eta > iota > eta,0,0.0,2
beta > eta > eta > eta > eta,1,2.24,2
eta,1,3.08,3
iota > beta > iota > beta > eta > iota > iota > iota > iota > beta > zeta > zeta > beta > theta > beta > eta > beta > beta > beta > eta > beta > beta > eta > iota > iota > alpha > theta,0,0.0,2
beta > iota > iota > alpha > alpha,1,4.816,2
eta > eta > alpha > eta,1,2.995,3
iota > iota > iota > theta > epsilon,1,3.662,3
beta > beta > beta > beta > iota > alpha > alpha > alpha > iota > theta > kappa,0,0.0,3
eta > alpha,0,0.0,6
beta > eta,2,11.015999999999998,5
eta > alpha > alpha,1,1.014,2
beta,1,3.7460000000000004,2
beta > eta > beta > iota > lambda,1,5.557,2
beta > eta,1,2.294,3
iota > eta > alpha > alpha,1,10.04,2
beta > eta,1,0.3,3
iota > iota > iota,1,11.603,2
beta > beta,0,0.0,3
beta > iota > beta > beta > beta > eta > iota,1,2.668,2
alpha > eta,1,2.293,3
eta > theta,1,2.363,2
theta > beta > theta > theta > theta > theta,1,6.974,2
lambda > epsilon > iota > beta,1,3.2,2
eta > zeta,1,12.568,2
beta > iota > theta > iota > iota > iota > iota,1,1.51,2
beta > beta > beta > eta > eta > iota > alpha > alpha > iota > alpha > beta > alpha > iota > eta,1,6.992999999999999,2
iota > iota > lambda > lambda > lambda > epsilon > iota > alpha > lambda,1,2.6,2
eta > eta,1,2.906,2
iota > beta > eta > lambda > eta,1,2.563,3
beta > eta > beta,1,1.15,2
gamma > alpha > alpha > iota > iota > lambda,0,0.0,3
eta > eta > eta,1,4.407,5
eta > beta > eta,1,4.603,2
beta > beta > beta > beta > eta > alpha,0,0.0,2
theta > eta,2,12.321,5
iota > alpha > iota > alpha > alpha,0,0.0,3
iota > eta,1,2.8930000000000002,3
eta,1,0.721,2
iota > alpha > alpha > alpha > alpha > alpha > lambda > beta > eta > iota > lambda,1,4.486000000000001,3
iota > beta > eta > beta > beta > alpha > alpha,1,3.4930000000000003,2
iota > iota > iota > iota > lambda > epsilon,0,0.0,3
beta,1,3.1,6
beta > beta,0,0.0,2
alpha > theta > beta > eta,1,3.418,2
eta > eta > beta > eta > alpha > epsilon > alpha > alpha > alpha > alpha,0,0.0,2
iota > iota > beta > eta > iota,0,0.0,3
iota > zeta > iota > iota,1,3.985,8
iota > iota > alpha > alpha > iota > alpha > alpha > iota > theta > alpha > iota > iota > kappa > iota > iota > alpha > iota,1,1.794,2
iota > iota > theta > alpha,1,1.24,2
beta > eta > alpha > beta > eta > beta > eta,1,3.3169999999999997,2
beta > eta > beta,1,0.7,2
iota > iota > beta,1,4.02,3
eta > eta > alpha > iota > alpha,1,2.782,3
iota > beta > beta > beta > alpha > theta,1,3.468,2
iota > iota > alpha > epsilon > lambda,1,4.647,2
theta > alpha > theta > epsilon > theta > theta,1,4.602,3
theta > eta > kappa > kappa > beta > eta,0,0.0,3
beta > epsilon,1,3.7,2
eta > theta,0,0.0,3
beta > eta > beta > eta,0,0.0,2
iota > lambda > theta,3,14.485999999999999,8
iota > beta > iota,2,3.585,6
beta > iota > eta > eta > iota > theta > beta > theta > alpha,0,0.0,2
lambda > kappa > zeta > zeta > lambda,0,0.0,3
beta > beta,1,1.349,3
eta,1,6.77,3
iota > alpha > epsilon > theta > alpha > epsilon > iota,0,0.0,2
iota > theta > beta > eta,0,0.0,2
iota > alpha > alpha > alpha > alpha > alpha > lambda > iota > iota > alpha > lambda > alpha > lambda > alpha > alpha > alpha > alpha > alpha > alpha > alpha > lambda > epsilon,1,3.792,2
lambda > alpha > lambda > lambda > lambda > iota > lambda,1,2.7,3
beta > eta > alpha > eta > eta > eta > beta > eta > epsilon > eta > eta > theta > epsilon > alpha > epsilon > eta,1,10.64,2
beta > beta > iota > iota,1,2.1,2
kappa > iota,3,10.181000000000001,8
theta > iota > iota > iota > alpha > iota > theta > epsilon,0,0.0,2
eta > alpha > eta > eta > eta > eta > eta,1,3.417,2
eta > epsilon,1,3.694,3
eta,17,23.3935454545455,68
lambda > lambda > lambda > theta > lambda > lambda > lambda > theta,1,2.222,3
beta > beta > eta,0,0.0,2
iota > iota > iota > iota > iota > alpha > iota > beta > alpha > alpha > eta > beta,1,8.4,3
iota > iota > epsilon > epsilon > iota > alpha,2,8.636000000000001,5
iota > eta,1,2.3,2
beta,1,1.0125,5
gamma > eta > alpha > alpha,1,1.36,3
theta > theta > iota > eta > beta > theta,1,4.045,2
theta > alpha > eta > theta > alpha > alpha,1,4.3,3
alpha > iota > alpha > alpha > theta,1,3.467,2
eta > iota > eta,1,8.088,2
iota > iota > iota > iota > iota,2,6.62133333333333,7
beta > eta > beta > beta > beta > beta,0,0.0,2
iota > lambda > epsilon > lambda,1,5.42,2
iota > iota > iota > iota > iota > iota > iota > iota > iota > iota,1,1.35,2
iota > theta > iota > iota > iota > eta,0,0.0,2
iota > iota > iota > iota > iota > beta,1,4.218999999999999,3
eta > beta > beta > theta > alpha,1,3.15,3
lambda > iota > lambda > lambda > lambda,1,5.119,2
gamma > theta > alpha > alpha > alpha > alpha > alpha,1,5.06,3
eta,1,2.66,3
alpha > eta > eta,1,2.287,3
beta > eta,1,2.545,3
beta > iota > theta,1,3.011,3
iota > iota > iota > iota > iota > alpha,1,8.777999999999999,2
iota > lambda > lambda > iota > lambda > epsilon > iota > lambda,1,5.106,3
beta > beta > beta > alpha > alpha > alpha > alpha > eta > beta > beta > iota > theta > alpha > eta > theta > lambda,1,2.164,2
lambda > beta > beta > beta > lambda > beta > iota > iota,1,1.36,2
alpha > theta > iota > alpha,1,13.024000000000001,3
beta,1,7.186,3
iota > zeta > iota > iota > zeta > alpha > alpha > lambda,1,2.8,2
eta,1,11.751,3
iota > iota > iota > zeta > iota > iota > iota > iota,2,4.501,6
lambda > eta,1,9.132,2
beta > beta > eta > iota,1,4.448,3
iota > lambda > iota > lambda > lambda,1,2.286,2
iota > iota > iota > iota > iota > zeta > zeta,0,0.0,3
beta > alpha > beta > beta > beta > eta > beta > eta > alpha > lambda > beta > eta > beta > alpha > eta,0,0.0,3
theta > alpha > iota > beta > iota > theta > iota > eta > iota,1,4.54,2
beta > eta > beta > eta > beta,1,2.4,5
eta > eta > eta > eta > eta > eta > epsilon > epsilon,1,7.626,2
beta > iota > beta > alpha > iota > iota > epsilon > beta,1,5.869,2
iota > alpha > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > alpha > epsilon,0,0.0,3
beta > iota > beta,1,9.1,3
iota > iota > iota > iota > lambda > lambda,1,3.75,3
beta > zeta,1,3.7489999999999997,2
eta > eta > epsilon,1,2.15,3
theta > alpha > iota > iota > iota > iota > alpha > alpha > alpha,1,12.5,3
theta > beta > alpha > alpha > alpha > alpha > alpha > alpha > beta > alpha > iota > beta > eta > kappa > beta > eta > beta > alpha > alpha > alpha > beta > epsilon > beta > beta > eta > kappa > kappa,1,3.5,2
lambda > lambda > lambda > lambda > beta > beta,1,6.2,3
theta > theta > beta > theta > iota > iota > iota > beta > beta > beta > beta > beta > eta > theta > beta > beta > eta,1,9.111,3
eta > eta > eta > kappa,1,6.11,3
iota > iota > iota > iota > eta > iota > eta > iota > eta > lambda > lambda > lambda,1,5.79,2
iota > alpha > iota > iota,1,2.43,2
eta > iota > beta > iota,1,2.458,2
beta > theta > theta > alpha,1,3.8,2
beta > eta > beta > eta,0,0.0,3
beta > theta > iota,1,8.334,3
alpha > iota > alpha > alpha > iota,0,0.0,2
theta > eta > theta,1,5.225,3
eta > eta > eta > lambda > lambda,1,1.4569999999999999,2
iota > beta > eta > eta > eta > eta > eta > eta > eta > eta > eta > eta,0,0.0,3
iota > eta,1,2.428,3
eta,1,2.705,3
iota > alpha > beta > beta > beta > beta,1,7.44,3
iota > iota > iota > epsilon > iota > theta > iota > alpha > theta > beta > iota > iota > beta > iota > iota > iota > beta > iota > theta > beta > theta > eta > eta > alpha > iota > iota > beta > beta > beta > theta > beta > beta > alpha,1,7.8,3
iota > iota > iota > iota > beta > iota > iota > iota > iota > beta > alpha > alpha > alpha > zeta > iota > iota > iota > alpha > alpha > alpha > alpha > iota > alpha,1,9.097999999999999,2
iota > epsilon > iota > lambda,1,2.15,3
beta > eta > beta > eta,0,0.0,2
beta > beta > eta > beta > beta > beta > iota > iota > alpha,1,2.96,3
beta > eta > iota > lambda,1,2.266,3
eta > beta > beta > beta > eta > eta > eta,1,9.945,3
iota > iota > iota > eta,1,4.699,3
beta > beta,1,13.776,2
iota > iota > eta > alpha > beta > alpha,1,9.32,2
iota > beta > iota > iota > iota > alpha > lambda,1,5.004,3
eta > zeta > eta,1,9.1,2
iota > theta > theta > alpha,4,13.182,20
eta > beta > eta,1,3.9339999999999997,3
iota > iota > iota,0,0.0,3
theta > beta > eta > eta,1,9.693,3
beta > eta > beta > eta > theta,1,5.55,2
lambda > alpha > theta > lambda > eta > eta,1,8.887,2
iota > iota > eta > iota > iota > eta > eta > eta > alpha > alpha > alpha,1,5.032,2
eta > eta > eta > eta > eta > eta > alpha > eta > epsilon > iota > eta > eta > eta > alpha,2,2.7039999999999997,6
lambda > iota > epsilon,1,2.306,3
theta > theta > alpha > eta > eta > eta > alpha > eta,1,3.67,3
theta > theta > theta > iota > theta > theta > theta,1,2.399,2
alpha > alpha > eta > alpha > alpha,1,3.89,2
beta > zeta > alpha > theta,1,1.9,2
iota > eta > iota,1,2.202,3
iota > epsilon > alpha,1,3.181,6
iota > iota > iota > alpha > alpha > alpha,34,167.96912195122,142
beta > beta > iota > iota,1,8.433,3
eta > eta > eta,1,1.92,3
lambda > lambda > beta > lambda > lambda > beta > beta > beta > lambda > beta > lambda > beta > eta,1,0.84,3
eta > zeta > zeta > eta > alpha > alpha > kappa > zeta > alpha > kappa > alpha,1,2.45,2
iota > iota > iota,1,3.3169999999999997,3
iota > iota > iota > epsilon,7,30.2064,33
eta,12,26.306571428571402,42
iota > iota > iota > beta,0,0.0,2
beta > iota > iota,0,0.0,2
beta > eta > iota > iota > iota,1,1.6,2
beta > beta > zeta > beta > beta > iota > iota > zeta > beta > alpha,1,3.28,3
theta > beta > beta,1,7.1,3
beta > beta > alpha > alpha,0,0.0,3
beta > beta > beta > eta,0,0.0,3
eta,1,1.224,5
theta > alpha > iota > lambda,2,13.511,13
beta > eta > alpha,1,3.46,3
iota > alpha > eta > alpha,1,2.819,3
iota > eta > iota > iota > iota > theta > iota > theta > epsilon,1,2.6,3
beta,1,3.745,2
iota > alpha > iota > beta > theta > iota > iota > theta > iota > iota > iota,0,0.0,2
beta > theta,1,2.0,3
beta > beta > theta,1,1.235,2
iota > beta > theta > iota,1,5.955,3
gamma > beta > beta > beta > eta,1,4.664,2
beta > eta,0,0.0,2
eta > eta,1,0.28300000000000003,2
beta > beta > beta > eta > alpha,1,1.7369999999999999,3
eta,1,1.294,3
beta > beta > theta > alpha > alpha > beta > beta > beta > beta > beta > beta > beta > beta > alpha,1,2.82,3
beta > beta > beta > iota > alpha > epsilon,0,0.0,2
eta,2,3.49,5
eta > eta,1,2.09,3
eta,2,12.282,5
theta > iota > alpha > iota > beta > iota,1,4.45,2
eta > alpha > alpha > alpha,3,1.32,10
delta > beta > iota > iota > zeta > lambda,1,6.119,2
kappa > alpha > iota > beta > beta > lambda > kappa > epsilon > kappa,0,0.0,3
beta > eta,1,6.6129999999999995,2
eta > eta > eta > alpha > alpha > alpha > eta > eta > eta > eta,1,23.575,3
alpha > alpha > alpha > eta > theta > alpha,1,12.937000000000001,3
beta,1,1.3880000000000001,3
eta,1,20.279,3
iota > alpha > alpha > iota,1,5.0825,5
lambda > eta,1,7.202000000000001,2
theta > iota > iota > iota > iota > theta > iota > theta,1,2.9,3
alpha > theta > alpha > alpha > beta > iota > alpha > theta > iota > alpha > beta > alpha > alpha > theta > alpha,0,0.0,3
eta > lambda > eta > alpha > lambda > beta > eta > alpha,1,6.027,3
iota > iota > theta > lambda > theta > alpha,0,0.0,3
beta > beta > iota,0,0.0,3
lambda > iota > lambda > alpha > zeta > alpha > alpha,0,0.0,2
beta > beta,2,5.928999999999999,6
iota > iota > iota > iota > iota > beta > beta > iota > theta > iota > iota > iota,0,0.0,2
iota > iota > beta > beta > theta,1,5.0,2
beta > iota,1,1.3,3
eta > alpha > alpha > beta,1,0.392,5
eta,1,6.3065,5
eta > eta > eta,1,8.423,3
eta,1,2.436,6
eta > iota,0,0.0,3
eta > epsilon > eta > alpha > theta,1,4.988,3
iota > iota > iota > iota > beta,1,0.555,2
beta > beta > eta,1,2.434,3
beta > theta > lambda > iota > beta,0,0.0,2
beta > beta > beta > beta > beta > eta,0,0.0,3
beta > iota > iota > alpha > theta > alpha > theta,2,4.54,6
eta > theta,0,0.0,2
iota > gamma,1,1.5819999999999999,2
iota > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > beta > alpha > beta,0,0.0,2
iota > beta > beta > beta > eta > beta > lambda,0,0.0,3
epsilon > epsilon > eta,0,0.0,3
eta > eta,0,0.0,2
beta > beta > beta > beta > beta > lambda > alpha > eta,2,3.76,6
theta > iota > iota > iota > iota > iota > alpha > iota > theta > iota > iota > iota > iota,1,3.7,2
lambda > eta > beta > beta,1,8.422,3
eta > eta,1,10.399000000000001,3
alpha > iota > iota > iota > iota > alpha > iota > iota > iota > iota,1,4.952,2
iota > beta > beta > theta > iota > beta > beta > iota > beta > alpha > beta > eta > zeta > eta,1,6.124,3
beta > alpha > beta > beta > eta,0,0.0,2
theta > eta > eta,1,7.057,2
beta > eta > lambda > delta > kappa > kappa,0,0.0,2
beta > beta > beta > beta > beta > beta > beta > beta > eta,1,3.073,2
iota > eta > iota > eta > alpha > iota > alpha,1,4.2330000000000005,2
iota > beta > beta > eta > beta > eta,1,1.983,2
eta,1,3.545,2
beta > eta,7,68.23899999999999,20
beta > eta,1,2.96,2
beta,1,3.9,2
theta > theta > theta > theta > theta,1,4.487,2
iota > theta > iota > theta > iota > theta,1,1.973,2
iota > iota > eta > alpha,0,0.0,3
iota > iota > gamma > iota > iota > iota > iota > iota > epsilon,1,1.8,2
alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > alpha > alpha,1,3.324,2
iota > beta > beta > eta,0,0.0,3
iota > alpha > beta > beta > iota > iota,1,5.02,3
theta > lambda > theta > alpha > alpha,1,0.75,3
epsilon > iota > epsilon,1,5.574,2
iota > zeta > iota > alpha > alpha > iota > alpha > zeta > alpha > zeta > iota > zeta,1,2.9,2
lambda > epsilon > lambda > alpha,1,7.2,3
iota > iota > iota > iota > zeta,0,0.0,2
beta,1,3.0,3
beta > eta > alpha,1,5.5360000000000005,2
iota > iota > iota > alpha > iota > iota > iota,1,3.415,3
beta > alpha > alpha > alpha > eta,1,2.005,2
theta > beta > eta,3,16.404,9
iota > theta > iota > theta > iota > alpha > iota,1,4.0005,6
theta > theta > epsilon > alpha > theta > theta > theta > alpha > theta > alpha > theta > theta > theta > alpha > theta > alpha,0,0.0,3
iota > beta,0,0.0,2
eta > alpha > lambda > alpha,1,0.44,3
beta > eta,1,3.9,3
theta > beta > theta > theta,1,5.522,3
alpha > alpha > iota > theta > alpha > alpha > alpha > alpha,1,4.989,3
beta > eta,1,8.03,2
eta > eta,1,2.889,2
eta > iota > theta > iota > theta > eta > iota > beta > beta > theta > eta > eta,1,5.91,2
beta > eta,1,3.5,3
eta,1,2.7,2
lambda > lambda > iota > lambda > lambda > lambda,1,8.04,2
iota > iota > eta,1,7.405,2
iota > beta > beta > beta > theta > lambda > lambda > kappa > alpha > epsilon,0,0.0,3
theta > iota > theta > iota > iota > iota > iota > iota > beta > iota > iota > iota > iota > alpha > iota > beta > beta > alpha > beta > alpha > iota > iota > alpha > iota,1,2.3,3
eta > alpha,1,14.728,2
iota > beta,1,0.7,2
beta > eta > eta > zeta > eta > beta > zeta > beta > eta > beta > beta > beta > eta,1,1.993,3
iota > eta > eta > theta > theta > theta > theta > theta > theta > theta > theta > theta,1,6.537000000000001,3
iota > iota > alpha > alpha,0,0.0,3
eta > theta > eta,1,3.575,3
eta > eta,1,1.7,3
beta > beta > eta > beta > eta,1,2.544,3
iota > iota > iota > iota > iota,1,3.218,3
eta > eta,1,0.9,3
iota > beta > beta > alpha > lambda,1,6.4,3
lambda > lambda > lambda > lambda > eta > lambda > eta > lambda > lambda,0,0.0,2
iota > epsilon > zeta > epsilon > zeta,0,0.0,3
beta > iota > iota > beta > beta > beta > beta > iota > iota > iota > beta > iota > iota > beta,1,5.501,3
theta > theta > zeta > iota > iota > theta > alpha,1,3.0,3
eta > epsilon > alpha,1,4.4239999999999995,2
eta > eta,1,4.85,3
theta > eta,1,5.03,2
theta > iota > alpha > theta > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > epsilon > theta > alpha > alpha,1,7.2379999999999995,3
beta > theta > lambda > lambda,1,1.4,3
eta,1,6.669,3
iota > iota > eta > iota,1,9.821,3
lambda > lambda > theta > alpha > lambda > eta > eta > alpha > lambda > alpha,2,4.8,5
eta > eta,1,4.359,3
beta > beta > beta > epsilon,1,7.22,3
eta > eta > eta,1,2.9539999999999997,2
beta > beta > kappa > kappa > iota,0,0.0,3
iota > beta,1,13.977,2
gamma > alpha > beta > beta > gamma > gamma > gamma > beta,1,2.076,3
iota > theta > iota,1,3.27,3
iota > iota > alpha > kappa > kappa > epsilon,1,1.702,2
eta,1,1.444,2
theta > zeta > alpha > alpha > alpha,2,3.1919999999999997,5
beta > beta > iota > iota,0,0.0,2
beta > eta,0,0.0,3
iota > eta > iota,1,1.8,3
iota > iota > iota > iota > epsilon,1,1.45,3
iota > beta > eta > beta > alpha > beta > eta > beta > beta > beta > beta > alpha > beta > eta > iota > beta > eta > beta > eta,0,0.0,3
lambda > iota > lambda > iota,1,1.615,2
iota > iota > iota > iota > zeta > alpha > epsilon > zeta > zeta > epsilon,1,1.215,3
iota > iota > iota > iota > iota > iota > iota > iota > alpha > iota > iota > iota > iota,1,3.165,2
gamma > alpha > lambda > alpha > alpha > alpha,1,2.7319999999999998,2
alpha > beta > eta,1,2.8,2
beta > iota > lambda > iota > theta > iota > theta > iota > eta > iota > theta,1,5.14,3
lambda > lambda > lambda > theta > lambda > theta > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda > lambda,1,3.36,3
iota > kappa > iota > alpha > alpha,1,8.216000000000001,3
beta > beta > beta > iota > beta > beta > iota > epsilon,1,5.566,2
eta > theta,1,5.2,2
eta > epsilon,1,1.74,3
beta > beta > eta > alpha > epsilon,1,0.35600000000000004,2
iota > iota > lambda > lambda,1,1.85,2
iota > iota > beta > lambda > alpha > iota,1,6.69,2
iota > beta > iota > iota > iota,1,2.7,3
alpha > alpha > zeta > zeta > alpha > beta > alpha > iota > alpha,1,8.343,2
